sentence1,label
a picture frame (attached to wall) has a fixed value,0
"my house has a value of $100,000",0
my house has a value of $100,0
a mug with a smiley face has a price,1
a mug with a smiley face has a value of one dollar,0
your house has a market value,1
your house has a price tag,1
my car has a price tag,1
my car has a cost,1
a picture frame (attached to wall) has a price,1
a swimming pool is a place where people go to swim,1
a children's water park can be a place for children to play,1
"a swimming pool can be a place of relaxation, too",1
an indoor water park can be a place to meet new people,1
a water theme park is a place where people go to have fun,1
a video camera can be used to take photos,1
a camera with a flash can be used to record video,1
a protein diet should not consist of too much protein,1
a protein diet should not consist of all protein,1
a high-protein diet should not consist of only protein,1
a high-protein diet should not consist of only animal protein,1
reading a book is not a waste of time,1
a membership to a wine-tasting club is not an investment,0
a membership to a wine-tasting club is not a luxury,0
reading a book should not be considered a waste of time,1
reading a book should not be a chore,1
nikon d3100s have a variable aperture,0
a non-digital camera have a minimum exposure time,1
a non-digital camera have a minimum aperture,1
cameras have a maximum ISO,1
cameras have a maximum aperture,1
a roof with a skylight is made of two layers,0
an asphalt shingle roof can be made of different types of shingles,1
an asphalt shingle roof can be made of asphalt shingles,1
a roof made of corrugated iron is made of two sheets of metal,0
a roof made of corrugated iron is made of two layers,0
a home has an income,1
a home has an income stream,1
a picture frame (attached to wall) has an image,1
a picture frame (attached to wall) has a frame,1
a ltc (litecoin) has a market capitalization,1
an advertisement for personal computer should not be placed on an Internet site,0
an advertisement for personal computer should not be placed on a public website,0
an advertisement for video game can be placed on a video game,1
an advertisement for video game can be placed on a gaming forum,1
an advertisement for video game is placed on a television,1
a young green vegetable should not be given to a young child,0
a young green vegetable should not be given to a child,0
cabbages should not be allowed to grow,0
cabbages should not be used as a substitute,0
brussel sprouts can be added to the soup,0
a fish should not be able to swim,0
a fish should not be able to breathe underwater,0
a sea horse is not able to breathe oxygen,0
a sea horse is not able to swim,0
water-based animals are able to drink water,1
a young green vegetable can be eaten as a vegetable,1
a young green vegetable can be eaten as a snack,1
a green bell pepper is eaten in the United States,1
a triage is not found in the emergency room,0
a triage is not found in a hospital,0
a swimming pool can be a place to unwind,1
a waterpark can be a place to go to have fun,1
a waterpark is a place to take a break,1
a theme park is a place where people come to have fun,1
a water theme park is a place to go to have fun,1
berry plants do not have the ability to store sugar,0
young strawberries do not have a lot of sugar,1
sweet strawberries do not have a lot of sugar,1
plump strawberries do not have a lot of sugar,1
unripe strawberries have a high sugar content,0
a crocodile is not a dinosaur,1
a crocodile is not a lizard,1
a large alligator is not a lizard,1
a large alligator is not a snake,1
a baby alligator is not a lizard,1
a roof made of wood is not made of one material,0
a roof made of wood is not made of the same material,0
a wood shingle roof is not made of any one material,0
a wood shingle roof is not made of a substance,0
a shingled roof can be made of different types of shingles,1
"2,4-d (2,4-dichlorophenoxyacetic acid)s is not present in plant cells",0
iaa (indole-3-acetic acid) is not present in the plant,0
iaa (indole-3-acetic acid) is not present in plant cells,0
abscisic acid is not present in the plant,0
abscisic acid is not present in the human body,0
non-digital cameras have a minimum shutter speed of one second,0
digital cameras have a maximum speed of 30 seconds,0
digital cameras have a maximum of 30 seconds,0
pinhole cameras have a maximum aperture of f/2,0
pinhole cameras have a maximum of 30 seconds,0
a crocodile should be able to breathe in water,0
a sea horse is able to breathe underwater,1
a sea horse is able to swim,1
water-based animals are able to breathe underwater,1
water-based animals are able to breathe,1
low-carb diets should not consist of too much fat,0
a vegan diet should not consist of any animal products,1
a vegan diet should not consist of animal products,1
"a high-protein diet should consist of vegetables, fruits, and whole grains",0
a high-protein diet should consist of a mixture,0
reading a book can be a good way to relax,1
a movie based on a book is a waste of time,0
a movie based on a book is a good distraction,1
a pinball machine can be a great way to pass the time,1
a pinball machine can be a fun distraction,1
a vegetarian diet should consist of no more than 20% protein,0
a vegan diet should consist of at least 50% protein,0
a vegan diet should consist of animal protein,0
high-protein diets should consist of protein from animal sources,0
high-protein diets should consist of at least 20% protein,1
non-stick pressure cookers have a minimum cooking time,0
electronic pressure cookers have a maximum operating pressure,1
gold-plated pressure cookers have an automatic release valve,1
conventional pressure cookers have a maximum pressure,1
aluminum pressure cookers have a maximum operating pressure,1
chocolate ice creams are sweetened with cacao,1
chocolate ice creams are sweetened with dark chocolate,1
"chocolate, vanilla and strawberry ice creams are sweetened with corn syrup",1
"chocolate, vanilla and strawberry ice creams are sweetened with fruit extracts",1
"chocolate, vanilla and strawberry ice creams can be sweetened with stevia",1
a membership to a wine-tasting club can be a good idea,1
a membership to a wine-tasting club can be a great way to meet new people,1
reading a book is a distraction from watching TV,1
